batting_team,bowling_team,inning,ovr,ovr_ball_num,batsman_id,non_striker_id,bowler_id,player_out_id,batsman_name,non_striker_name,bowler_name,player_out_how,player_out_name,dismissal_method,ball_speed,runs_w_extras,runs_batter,extras_type,bat_right_handed,landed_y,landed_x,ended_x,ended_y,hit_x,hit_y,batsman_nat,non_striker_nat,bowler_nat,batsman_dob,non_striker_dob,bowler_dob,match_id,game_end_time
CSK,KXIP,1,1.1,1,7,20,77,-1,Murali Vijay,Michael Hussey,Praveen Kumar,,,,36.098,0,0,,y,7.661,-0.498,-0.139,0.823,54,45,Indian,Australian,Indian,1984-04-01,1975-05-27,1986-10-02,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,1.2,2,7,20,77,-1,Murali Vijay,Michael Hussey,Praveen Kumar,,,,34.849,0,0,,y,8.433,-0.156,-0.232,0.947,34,23,Indian,Australian,Indian,1984-04-01,1975-05-27,1986-10-02,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,1.3,3,7,20,77,-1,Murali Vijay,Michael Hussey,Praveen Kumar,,,,35.297,4,4,,y,8.405,-0.447,-0.575,1.019,17,15,Indian,Australian,Indian,1984-04-01,1975-05-27,1986-10-02,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,1.4,4,7,20,77,-1,Murali Vijay,Michael Hussey,Praveen Kumar,,,,35.983,0,0,,y,7.197,-0.364,-0.579,0.799,5,5,Indian,Australian,Indian,1984-04-01,1975-05-27,1986-10-02,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,1.5,5,7,20,77,-1,Murali Vijay,Michael Hussey,Praveen Kumar,,,,36.652,0,0,,y,7.536,-0.232,-0.408,1.039,34,27,Indian,Australian,Indian,1984-04-01,1975-05-27,1986-10-02,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,1.6,6,7,20,77,-1,Murali Vijay,Michael Hussey,Praveen Kumar,,,,35.696,0,0,,y,7.673,-0.439,-0.638,0.715,5,5,Indian,Australian,Indian,1984-04-01,1975-05-27,1986-10-02,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,2.1,1,20,7,190,-1,Michael Hussey,Murali Vijay,Ryan Harris,,,,38.998,4,4,,y,6.059,0.284,0.575,0.637,86,68,Australian,Indian,Australian,1975-05-27,1984-04-01,1979-10-11,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,2.2,2,20,7,190,-1,Michael Hussey,Murali Vijay,Ryan Harris,,,,38.240,1,0,Lb,y,8.282,-0.128,-0.259,1.244,5,5,Australian,Indian,Australian,1975-05-27,1984-04-01,1979-10-11,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,2.3,3,7,20,190,-1,Murali Vijay,Michael Hussey,Ryan Harris,,,,39.858,0,0,,y,8.765,-0.369,-0.345,1.029,5,5,Indian,Australian,Australian,1984-04-01,1975-05-27,1979-10-11,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,2.4,4,7,20,190,-1,Murali Vijay,Michael Hussey,Ryan Harris,,,,39.109,0,0,,y,9.874,-0.211,-0.261,1.074,5,5,Indian,Australian,Australian,1984-04-01,1975-05-27,1979-10-11,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,2.5,5,7,20,190,-1,Murali Vijay,Michael Hussey,Ryan Harris,,,,38.202,1,1,,y,7.004,0.046,0.412,0.833,75,12,Indian,Australian,Australian,1984-04-01,1975-05-27,1979-10-11,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,2.6,6,20,7,190,-1,Michael Hussey,Murali Vijay,Ryan Harris,,,,39.664,1,0,Wd,y,7.875,0.150,0.882,0.942,5,5,Australian,Indian,Australian,1975-05-27,1984-04-01,1979-10-11,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,2.7,6,20,7,190,-1,Michael Hussey,Murali Vijay,Ryan Harris,,,,38.503,0,0,,y,9.050,0.011,0.503,0.638,5,5,Australian,Indian,Australian,1975-05-27,1984-04-01,1979-10-11,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,3.1,1,7,20,77,-1,Murali Vijay,Michael Hussey,Praveen Kumar,,,,36.143,0,0,,y,7.688,-0.469,-0.623,0.693,5,5,Indian,Australian,Indian,1984-04-01,1975-05-27,1986-10-02,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,3.2,2,7,20,77,-1,Murali Vijay,Michael Hussey,Praveen Kumar,,,,36.232,4,4,,y,5.827,-0.182,-0.215,0.670,17,75,Indian,Australian,Indian,1984-04-01,1975-05-27,1986-10-02,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,3.3,3,7,20,77,-1,Murali Vijay,Michael Hussey,Praveen Kumar,,,,36.503,0,0,,y,6.561,-0.063,0.053,0.763,64,47,Indian,Australian,Indian,1984-04-01,1975-05-27,1986-10-02,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,3.4,4,7,20,77,-1,Murali Vijay,Michael Hussey,Praveen Kumar,,,,35.295,1,1,,y,8.366,-0.041,0.089,0.892,82,48,Indian,Australian,Indian,1984-04-01,1975-05-27,1986-10-02,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,3.5,5,20,7,77,-1,Michael Hussey,Murali Vijay,Praveen Kumar,,,,36.545,1,1,,y,8.334,-0.365,-0.033,1.069,29,25,Australian,Indian,Indian,1975-05-27,1984-04-01,1986-10-02,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,3.6,6,7,20,77,7,Murali Vijay,Michael Hussey,Praveen Kumar,c Adam Gilchrist b Praveen Kumar,Murali Vijay,caught keeper,36.262,0,0,,y,6.538,-0.349,-0.147,0.864,0,0,Indian,Australian,Indian,1984-04-01,1975-05-27,1986-10-02,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,4.1,1,20,14,190,-1,Michael Hussey,Suresh Raina,Ryan Harris,,,,39.099,0,0,,y,4.136,0.312,0.597,0.509,70,43,Australian,Indian,Australian,1975-05-27,1986-11-27,1979-10-11,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,4.2,2,20,14,190,-1,Michael Hussey,Suresh Raina,Ryan Harris,,,,38.225,0,0,,y,7.836,0.025,0.442,1.041,5,5,Australian,Indian,Australian,1975-05-27,1986-11-27,1979-10-11,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,4.3,3,20,14,190,-1,Michael Hussey,Suresh Raina,Ryan Harris,,,,39.212,0,0,,y,6.859,-0.062,0.220,0.650,5,5,Australian,Indian,Australian,1975-05-27,1986-11-27,1979-10-11,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,4.4,4,20,14,190,-1,Michael Hussey,Suresh Raina,Ryan Harris,,,,40.072,1,1,,y,7.888,-0.281,-0.080,1.075,32,37,Australian,Indian,Australian,1975-05-27,1986-11-27,1979-10-11,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,4.5,5,14,20,190,-1,Suresh Raina,Michael Hussey,Ryan Harris,,,,37.527,0,0,,y,7.804,-0.025,0.507,0.904,5,5,Indian,Australian,Australian,1986-11-27,1975-05-27,1979-10-11,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,4.6,6,14,20,190,-1,Suresh Raina,Michael Hussey,Ryan Harris,,,,38.062,0,0,,y,5.725,-0.068,0.113,0.674,46,57,Indian,Australian,Australian,1986-11-27,1975-05-27,1979-10-11,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,5.1,1,20,14,77,-1,Michael Hussey,Suresh Raina,Praveen Kumar,,,,35.938,1,1,,y,6.732,-0.079,0.416,0.771,69,13,Australian,Indian,Indian,1975-05-27,1986-11-27,1986-10-02,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,5.2,2,14,20,77,-1,Suresh Raina,Michael Hussey,Praveen Kumar,,,,36.505,1,1,,y,9.005,-0.398,-0.157,0.994,28,25,Indian,Australian,Indian,1986-11-27,1975-05-27,1986-10-02,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,5.3,3,20,14,77,20,Michael Hussey,Suresh Raina,Praveen Kumar,c Adam Gilchrist b Praveen Kumar,Michael Hussey,caught keeper,36.031,0,0,,y,8.330,-0.209,0.301,1.047,0,0,Australian,Indian,Indian,1975-05-27,1986-11-27,1986-10-02,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,5.4,4,1,14,77,-1,MS Dhoni,Suresh Raina,Praveen Kumar,,,,36.065,0,0,,y,8.938,-0.380,-0.655,1.032,5,5,Indian,Indian,Indian,1981-07-07,1986-11-27,1986-10-02,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,5.5,5,1,14,77,-1,MS Dhoni,Suresh Raina,Praveen Kumar,,,,35.498,4,4,,y,7.395,-0.331,-0.422,0.844,26,11,Indian,Indian,Indian,1981-07-07,1986-11-27,1986-10-02,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,5.6,6,1,14,77,-1,MS Dhoni,Suresh Raina,Praveen Kumar,,,,34.869,0,0,,y,8.660,-0.258,-0.280,1.091,38,26,Indian,Indian,Indian,1981-07-07,1986-11-27,1986-10-02,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,6.1,1,14,1,194,-1,Suresh Raina,MS Dhoni,Azhar Mahmood,,,,34.381,0,0,,y,7.853,-0.038,0.363,0.961,66,45,Indian,Indian,Pakistani,1986-11-27,1981-07-07,1975-02-28,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,6.2,2,14,1,194,-1,Suresh Raina,MS Dhoni,Azhar Mahmood,,,,34.632,0,0,,y,7.619,-0.050,0.375,0.873,5,5,Indian,Indian,Pakistani,1986-11-27,1981-07-07,1975-02-28,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,6.3,3,14,1,194,-1,Suresh Raina,MS Dhoni,Azhar Mahmood,,,,33.075,0,0,,y,8.039,-0.149,0.157,0.979,54,42,Indian,Indian,Pakistani,1986-11-27,1981-07-07,1975-02-28,66,2013-04-03 16:41:42.187000
CSK,KXIP,1,6.4,4,14,1,194,-1,Suresh Raina,MS Dhoni,Azhar Mahmood,,,,33.933,1,1,,y,7.664,0.181,0.524,0.998,76,13,Indian,Indian,Pakistani,1986-11-27,1981-07-07,1975-02-28,66,2013-04-03 16:41:42.187000
