,batting_team,bowling_team,inning,ovr,batsman_name,non_striker_name,bowler_name,player_out_how,player_out_name,dismissal_method,ball_speed,runs_w_extras,runs_batter,extras_type,bat_right_handed,landed_y,landed_x,ended_x,ended_y,hit_x,hit_y,batsman_nat,non_striker_nat,bowler_nat,match_id,ground,date,batsman_age,non_striker_age,bowler_age,dummy_ball,dot_ball,single,double,triple,four,six,wicket,bowler_wicket,target,cumul_runs,cumul_balls,cumul_wickets
0,RCB,DD,1,1.1,Chris Gayle,Parthiv Patel,JP Duminy,,,,86.53027853648,0,0,,False,6.485,-0.09300000000000001,-0.168,0.782,,,West Indian,Indian,South African,38,Chinnaswamy,2014-05-13 00:00:00,34.66575342465753,29.197260273972603,30.0986301369863,1,True,False,False,False,False,False,0,False,,0.0,1.0,0.0
1,RCB,DD,1,1.2,Chris Gayle,Parthiv Patel,JP Duminy,,,,89.42328074792,0,0,,False,5.938,-0.128,-0.114,0.675,48.0,39.0,West Indian,Indian,South African,38,Chinnaswamy,2014-05-13 00:00:00,34.66575342465753,29.197260273972603,30.0986301369863,1,True,False,False,False,False,False,0,False,,0.0,2.0,0.0
2,RCB,DD,1,1.3,Chris Gayle,Parthiv Patel,JP Duminy,,,,89.32240395848001,0,0,,False,5.291,-0.09300000000000001,0.07400000000000001,0.6829999999999999,50.0,35.0,West Indian,Indian,South African,38,Chinnaswamy,2014-05-13 00:00:00,34.66575342465753,29.197260273972603,30.0986301369863,1,True,False,False,False,False,False,0,False,,0.0,3.0,0.0
3,RCB,DD,1,1.4,Chris Gayle,Parthiv Patel,JP Duminy,,,,90.53292543175999,1,1,,False,3.903,0.005,0.12300000000000001,0.523,35.0,47.0,West Indian,Indian,South African,38,Chinnaswamy,2014-05-13 00:00:00,34.66575342465753,29.197260273972603,30.0986301369863,1,False,True,False,False,False,False,0,False,,1.0,4.0,0.0
4,RCB,DD,1,1.5,Parthiv Patel,Chris Gayle,JP Duminy,,,,86.34293592752,0,0,,False,3.679,0.106,-0.0,0.611,54.0,34.0,Indian,West Indian,South African,38,Chinnaswamy,2014-05-13 00:00:00,29.197260273972603,34.66575342465753,30.0986301369863,1,True,False,False,False,False,False,0,False,,1.0,5.0,0.0
5,RCB,DD,1,1.6,Parthiv Patel,Chris Gayle,JP Duminy,,,,87.60029305304,0,0,,False,2.772,0.102,-0.087,0.672,55.0,34.0,Indian,West Indian,South African,38,Chinnaswamy,2014-05-13 00:00:00,29.197260273972603,34.66575342465753,30.0986301369863,1,True,False,False,False,False,False,0,False,,1.0,6.0,0.0
6,RCB,DD,1,2.1,Chris Gayle,Parthiv Patel,Mohammed Shami,,,,139.577058812,0,0,,False,7.157,-0.07400000000000001,-0.252,0.8029999999999999,54.0,32.0,West Indian,Indian,Indian,38,Chinnaswamy,2014-05-13 00:00:00,34.66575342465753,29.197260273972603,24.194520547945206,1,True,False,False,False,False,False,0,False,,1.0,7.0,0.0
7,RCB,DD,1,2.2,Chris Gayle,Parthiv Patel,Mohammed Shami,,,,141.10101888104,0,0,,False,8.363,0.025,-0.254,0.872,,,West Indian,Indian,Indian,38,Chinnaswamy,2014-05-13 00:00:00,34.66575342465753,29.197260273972603,24.194520547945206,1,True,False,False,False,False,False,0,False,,1.0,8.0,0.0
8,RCB,DD,1,2.3,Chris Gayle,Parthiv Patel,Mohammed Shami,,,,139.41853814288,0,0,,False,6.702999999999999,0.009000000000000001,-0.16699999999999998,0.754,50.0,34.0,West Indian,Indian,Indian,38,Chinnaswamy,2014-05-13 00:00:00,34.66575342465753,29.197260273972603,24.194520547945206,1,True,False,False,False,False,False,0,False,,1.0,9.0,0.0
9,RCB,DD,1,2.4,Chris Gayle,Parthiv Patel,Mohammed Shami,,,,137.80811225432,1,1,,False,10.092,0.257,0.14800000000000002,1.2309999999999999,66.0,33.0,West Indian,Indian,Indian,38,Chinnaswamy,2014-05-13 00:00:00,34.66575342465753,29.197260273972603,24.194520547945206,1,False,True,False,False,False,False,0,False,,2.0,10.0,0.0
